Name,id,brewery_id,cat_id,style_id,Alcohol By Volume,International Bitterness Units,Standard Reference Method,Universal Product Code,filepath,Description,add_user,last_mod,Style,Category,Brewer,Address,City,State,Country,Coordinates,Website,lat,long,IBU,ABV,beer_id,beer_name,name_abv,name_ibu
Imperial Stout,1370,907,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,New Glarus Brewing Company,2400 State Highway 69,New Glarus,Wisconsin,United States,"42.8171,-89.6306",http://www.newglarusbrewing.com/,42.8171,-89.6306,0,0,"Name: Imperial Stout, Brewery: New Glarus Brewing Company, ABV: 0, IBU: 0",Name: Imperial Stout,ABV: 0,IBU: 0
Griesendiech Pilsner,1499,924,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,O'Fallon Brewery,26 West Industrial Drive,O'Fallon,Missouri,United States,"38.8058,-90.7532","",38.8058,-90.7532,0,0,"Name: Griesendiech Pilsner, Brewery: O'Fallon Brewery, ABV: 0, IBU: 0",Name: Griesendiech Pilsner,ABV: 0,IBU: 0
Harvest Wheat Beer,1763,643,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Heartland Brewery Union Square,"",New York,New York,United States,"40.7323,-73.9874",http://www.heartlandbrewery.com/,40.7323,-73.9874,0,0,"Name: Harvest Wheat Beer, Brewery: Heartland Brewery Union Square, ABV: 0, IBU: 0",Name: Harvest Wheat Beer,ABV: 0,IBU: 0
Stout,1810,101,3,42,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Bellows Brew Crew,"",Watertown,Wisconsin,United States,"43.1947,-88.729","",43.1947,-88.729,0,0,"Name: Stout, Brewery: Bellows Brew Crew, ABV: 0, IBU: 0",Name: Stout,ABV: 0,IBU: 0
Hacker-Pschorr Original Oktoberfest,1827,972,7,84,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Oktoberfest,German Lager,Paulaner,"",Munich,"",Germany,"48.1391,11.5802",http://www.paulaner.com/,48.1391,11.5802,0,0,"Name: Hacker-Pschorr Original Oktoberfest, Brewery: Paulaner, ABV: 0, IBU: 0",Name: Hacker-Pschorr Original Oktoberfest,ABV: 0,IBU: 0
Danger Ale,144,447,3,38,5.1999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Dick's Brewing,5945 Prather Road,Centralia,Washington,United States,"46.7713,-123.007","",46.7713,-123.007,0,5.2,"Name: Danger Ale, Brewery: Dick's Brewing, ABV: 5.2, IBU: 0",Name: Danger Ale,ABV: 5.2,IBU: 0
Beer Town Brown,190,255,3,38,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,BridgePort Brewing,1313 NW Marshall Street,Portland,Oregon,United States,"45.5311,-122.685",http://www.bridgeportbrew.com/,45.5311,-122.685,0,0,"Name: Beer Town Brown, Brewery: BridgePort Brewing, ABV: 0, IBU: 0",Name: Beer Town Brown,ABV: 0,IBU: 0
Naturtrubes,554,1116,-1,-1,5.0999999046,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Schlossbru,Oberdorferstrae 9,Dornbirn,"",Austria,"47.4097,9.7514","",47.4097,9.7514,0,5.1,"Name: Naturtrubes, Brewery: Schlossbru, ABV: 5.1, IBU: 0",Name: Naturtrubes,ABV: 5.1,IBU: 0
Game Day,631,453,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Dix Barbecue & Brewery,871 Beatty Street,Vancouver,British Columbia,Canada,"49.2766,-123.115","",49.2766,-123.115,0,0,"Name: Game Day, Brewery: Dix Barbecue & Brewery, ABV: 0, IBU: 0",Name: Game Day,ABV: 0,IBU: 0
Troublette,889,195,-1,-1,5.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brasserie La Caracole,Cte Marie-Thrse 86,Falmignoul,Namur,Belgium,"50.2024,4.8914","",50.2024,4.8914,0,5.5,"Name: Troublette, Brewery: Brasserie La Caracole, ABV: 5.5, IBU: 0",Name: Troublette,ABV: 5.5,IBU: 0
Wild Raspberry Ale,4963,604,11,121,5.5999999046,0,0,0,"","What better way to surprise a beer lover than with a fruit beer that tastes like beer? Nine years ago, we began our quest to provide beer lovers with a worthy fruit beer, by rolling out Wild Raspberry Ale. Our mantra is that real fruit makes real beer, so we ferment Wild Raspberry Ale with hundreds of pounds of real red and black raspberries. We steadfastly refuse to fall prey to extracts and cheap syrups. Sure, squirting syrup into a keg of beer and rolling it around on the floor is easy, but the taste is...  fake! Over the past nine years, we have stayed true to our commitment to real fruit, no matter what the time, expense, or late season frosts have thrown our way. One year, Mother Nature delivered a late cold snap that was so severe, we had to pre-order 85% of the harvestable U.S. black raspberry crop, just to meet the demand for Wild Raspberry Ale.


Our efforts do not go unrewarded â€“ Wild Raspberry Ale is a truly effervescent, ruby red ale that achieves the almost impossible balance between malted barley and tart raspberry fruitiness. Its naturally tart character makes Wild Raspberry the ultimate accompaniment to spicy Mexican food or on its own as a stand-alone session beer.",0,2010-07-22T16:00:00-04:00,Fruit Beer,Other Style,Great Divide Brewing,2201 Arapahoe Street,Denver,Colorado,United States,"39.7539,-104.989",http://www.greatdivide.com/,39.7539,-104.989,0,5.6,"Name: Wild Raspberry Ale, Brewery: Great Divide Brewing, ABV: 5.6, IBU: 0",Name: Wild Raspberry Ale,ABV: 5.6,IBU: 0
King's Peak Porter,5393,1304,2,25,4,0,0,0,"","King's Peak Porter is deep mahogany in color and has a full-bodied malty flavor. Hints of chocolate malt are easily detectable.


Topped with a tan creamy head, this beer has a definite hop character that nicely balances its mild bitterness. 


King's Peak is the highest point in the state of Utah at 13,528 feet, located in northeastern Utah in the Uinta Mountains.",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Uinta Brewing Compnay,1722 South Fremont Drive (2375 West),Salt Lake City,Utah,United States,"40.7326,-111.954",http://www.uintabrewing.com/,40.7326,-111.954,0,4,"Name: King's Peak Porter, Brewery: Uinta Brewing Compnay, ABV: 4, IBU: 0",Name: King's Peak Porter,ABV: 4,IBU: 0
Manheim Stout,5731,718,3,42,0,0,0,0,"","An intense and rich, dark, roasty ale with substantial alcohol warming. Requires several months of aging.",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,JoBoy's Brew Pub,87 Doe Run Rd,Manheim,Pennsylvania,United States,"40.1707,-76.3838",http://www.joboysbrewpub.com/,40.1707,-76.3838,0,0,"Name: Manheim Stout, Brewery: JoBoy's Brew Pub, ABV: 0, IBU: 0",Name: Manheim Stout,ABV: 0,IBU: 0
Sun Block - Belgian Style Witte,5750,341,5,67,0,0,0,0,"","This beer was created as a summer thirst quencher, because we all know how hot and humid it can get in New York during the summer. We brewed this beer using both coriander and orange peel in the boil to increase both the aroma and flavor of this beer. Make sure you donâ€™t get burned this summer, drink your Sun Block.",0,2010-07-22T16:00:00-04:00,Belgian-Style White,Belgian and French Ale,Captain Lawrence Brewing Company,99 Castleton Street,Pleasantville,New York,United States,"41.126,-73.7896",http://www.captainlawrencebrewing.com/,41.126,-73.7896,0,0,"Name: Sun Block - Belgian Style Witte, Brewery: Captain Lawrence Brewing Company, ABV: 0, IBU: 0",Name: Sun Block - Belgian Style Witte,ABV: 0,IBU: 0
Honey Rye Ale,5910,10,11,128,0,0,0,0,"","This beer is not very bitter which allows the flavors of the rye and honey to come through. The result is a full bodied, sweet, and malty beer.",555,2011-08-15T07:54:00-04:00,Specialty Honey Lager or Ale,Other Style,Abita Brewing Company,PO Box 1510,Abita Springs,Louisiana,United States,"30.5049,-89.944",http://www.abita.com/,30.5049,-89.944,0,0,"Name: Honey Rye Ale, Brewery: Abita Brewing Company, ABV: 0, IBU: 0",Name: Honey Rye Ale,ABV: 0,IBU: 0
Middle Ages Raspberry Ale,4728,857,11,121,4.5999999046,0,0,0,"",A scintillating ale with just the right amount of hops and ripe berry flavor.,0,2010-07-22T16:00:00-04:00,Fruit Beer,Other Style,Middle Ages Brewing,120 Wilkinson Street,Syracuse,New York,United States,"43.0508,-76.1617",http://www.middleagesbrewing.com/,43.0508,-76.1617,0,4.6,"Name: Middle Ages Raspberry Ale, Brewery: Middle Ages Brewing, ABV: 4.6, IBU: 0",Name: Middle Ages Raspberry Ale,ABV: 4.6,IBU: 0
Ten Fidy,4744,956,3,43,10,0,0,0,"","Ten FIDY Imperial Stout - Now (11-21-07) available in cans, our winter seasonal beer is immensely viscous and loaded with neck-deep flavors of chocolate, malt, coffee, cocoa and oats.


It's the beer equivalent of decadently rich milkshake made with malted-milk balls and Heavenâ€™s best chocolate ice cream. Ten FIDY is about 10% ABV and is made with enormous amounts of two-row malts, chocolate malts, roasted barley, flaked oats and hops. Its huge-but-comforting flavors hide a whopping 98 IBUs that are deftly tucked underneath the beerâ€™s mountains of malty goodness.


Ten FIDY is the ultimate Rocky Mountain winter warmer, and further proof of the creative muscle of our beloved brewing staff. Look for fourpacks of Ten FIDY in select beer stores in Colorado. Out of state? We hope to send a few cases to a few of our other states in early '08.",0,2010-07-22T16:00:00-04:00,American-Style Imperial Stout,North American Ale,Oskar Blues Grill and Brew,303 Main Street,Lyons,Colorado,United States,"40.2246,-105.268",http://www.oskarblues.com/,40.2246,-105.268,0,10,"Name: Ten Fidy, Brewery: Oskar Blues Grill and Brew, ABV: 10, IBU: 0",Name: Ten Fidy,ABV: 10,IBU: 0
Creme Brulee Imperial Milk Stout,4887,1173,1,20,10,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Sweet Stout,British Ale,Southern Tier Brewing Co,2051A Stoneman Circle,Lakewood,New York,United States,"42.1008,-79.3357",http://www.southerntierbrewing.com/,42.1008,-79.3357,0,10,"Name: Creme Brulee Imperial Milk Stout, Brewery: Southern Tier Brewing Co, ABV: 10, IBU: 0",Name: Creme Brulee Imperial Milk Stout,ABV: 10,IBU: 0
Liberty White Ale,4149,784,5,67,0,0,0,0,"",Wheat-based beer brewed with coriander and orange peel to produce a mild citrus flavor.,0,2010-07-22T16:00:00-04:00,Belgian-Style White,Belgian and French Ale,Liberty Steakhouse and Brewery,1321 Celebrity Circle,Myrtle Beach,South Carolina,United States,"33.7187,-78.8831",http://www.libertysteakhouseandbrewery.com/,33.7187,-78.8831,0,0,"Name: Liberty White Ale, Brewery: Liberty Steakhouse and Brewery, ABV: 0, IBU: 0",Name: Liberty White Ale,ABV: 0,IBU: 0
Brune (Brown),4232,5,-1,-1,6.8000001907,0,0,0,"","Dark brown with a nice tan head.

Sweet and aromatic.

Smooth and best served cold from a goblet or chalice.


I have had this on tab, in a 12oz bottle and 1 liter bottle.  It is very common on to be on tap in Belgium and Paris as well as in a bottle in the UK.


I have not seen it in the US nor can I find a distributor that could get it.",0,2010-07-22T16:00:00-04:00,"",Hybrid,Abbaye de Leffe,Dinant,Dinant,Namur,Belgium,"50.2606,4.9122","",50.2606,4.9122,0,6.8,"Name: Brune (Brown), Brewery: Abbaye de Leffe, ABV: 6.8, IBU: 0",Name: Brune (Brown),ABV: 6.8,IBU: 0
Julius Echter Hefe-WeiÃŸbier Hell,4426,1374,4,50,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Wrzburger Hofbru AG,Hchberger Strae 28,Wrzburg,Bayern,Germany,"49.792,9.915","",49.792,9.915,0,0,"Name: Julius Echter Hefe-WeiÃŸbier Hell, Brewery: Wrzburger Hofbru AG, ABV: 0, IBU: 0",Name: Julius Echter Hefe-WeiÃŸbier Hell,ABV: 0,IBU: 0
Empress India Pale Ale,4436,1195,3,32,0,0,0,0,"","During the heyday of the British Empire, India Pale Ale was born as a strong pale ale brewed especially to endure the rigors of the long journey to the colonies. In order to guard against spoilage, I.P.A. was brewed with a high alcohol content and with liberal amounts of hops, which act as a natural preservative. This ale's golden amber colour only hints at its full-bodied flavour. Its sumptuous maltiness is tempered by a goodly amount of bitterness and a mouth-filling hop flavour. In order to finish our I.P.A. with a truly fresh hop bouquet, we dry hop this ale in the serving tank with both East Kent Goldings and Mount Hood hops.",0,2010-07-22T16:00:00-04:00,Imperial or Double India Pale Ale,North American Ale,Steamworks,375 Water Street,Vancouver,British Columbia,Canada,"49.2849,-123.11",http://www.steamworks.com/gastown_index.htm,49.2849,-123.11,0,0,"Name: Empress India Pale Ale, Brewery: Steamworks, ABV: 0, IBU: 0",Name: Empress India Pale Ale,ABV: 0,IBU: 0
Uno Mas,2464,672,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Hoppers Seafood & Grill,890 East Fort Union Boulevard,Midvale,Utah,United States,"40.6215,-111.866","",40.6215,-111.866,0,0,"Name: Uno Mas, Brewery: Hoppers Seafood & Grill, ABV: 0, IBU: 0",Name: Uno Mas,ABV: 0,IBU: 0
Hatuey Beer,2766,1215,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Stroh Brewery Company,"",Tampa,Florida,United States,"27.9494,-82.4651","",27.9494,-82.4651,0,0,"Name: Hatuey Beer, Brewery: Stroh Brewery Company, ABV: 0, IBU: 0",Name: Hatuey Beer,ABV: 0,IBU: 0
Singletrack Copper Ale,2834,160,3,26,4.9699997902,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Boulder Beer Company,2880 Wilderness Place,Boulder,Colorado,United States,"40.0267,-105.248",http://boulderbeer.com/,40.0267,-105.248,0,4.97,"Name: Singletrack Copper Ale, Brewery: Boulder Beer Company, ABV: 4.97, IBU: 0",Name: Singletrack Copper Ale,ABV: 4.97,IBU: 0
Big Horn Bluesberry,2979,326,11,116,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,C.B. & Potts of Cheyenne,1650 Dell Range Boulevard,Cheyenne,Wyoming,United States,"41.1607,-104.802","",41.1607,-104.802,0,0,"Name: Big Horn Bluesberry, Brewery: C.B. & Potts of Cheyenne, ABV: 0, IBU: 0",Name: Big Horn Bluesberry,ABV: 0,IBU: 0
Texas Special 101 Porter,3638,665,2,25,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Hoffbrau Steaks Brewery #1,"",Addison,Texas,United States,"32.9618,-96.8292","",32.9618,-96.8292,0,0,"Name: Texas Special 101 Porter, Brewery: Hoffbrau Steaks Brewery #1, ABV: 0, IBU: 0",Name: Texas Special 101 Porter,ABV: 0,IBU: 0
Independence Ale,3661,251,3,26,6.6999998093,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Brewpub-on-the-Green,"",Fremont,California,United States,"37.5483,-121.989","",37.5483,-121.989,0,6.7,"Name: Independence Ale, Brewery: Brewpub-on-the-Green, ABV: 6.7, IBU: 0",Name: Independence Ale,ABV: 6.7,IBU: 0
Porter,3678,1283,2,25,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Triple Rock Brewery,1920 Shattuck Avenue,Berkeley,California,United States,"37.8734,-122.269","",37.8734,-122.269,0,0,"Name: Porter, Brewery: Triple Rock Brewery, ABV: 0, IBU: 0",Name: Porter,ABV: 0,IBU: 0
Best Mild (discontinued),3745,1382,1,10,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,English-Style Pale Mild Ale,British Ale,Yamhill Brewing,"",Portland,Oregon,United States,"45.5235,-122.676","",45.5235,-122.676,0,0,"Name: Best Mild (discontinued), Brewery: Yamhill Brewing, ABV: 0, IBU: 0",Name: Best Mild (discontinued),ABV: 0,IBU: 0
MÃ¤rzen,3206,1346,7,84,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Oktoberfest,German Lager,Weinkeller Brewery - Berwyn,"",Berwyn,Illinois,United States,"41.8506,-87.7937","",41.8506,-87.7937,0,0,"Name: MÃ¤rzen, Brewery: Weinkeller Brewery - Berwyn, ABV: 0, IBU: 0",Name: MÃ¤rzen,ABV: 0,IBU: 0
Wintertime Ale 1992,3264,919,3,38,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,North Coast Brewing Company,455 North Main Street,Fort Bragg,California,United States,"39.4466,-123.806",http://www.northcoastbrewing.com/home.htm,39.4466,-123.806,0,0,"Name: Wintertime Ale 1992, Brewery: North Coast Brewing Company, ABV: 0, IBU: 0",Name: Wintertime Ale 1992,ABV: 0,IBU: 0
Frambosia,3332,581,11,116,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Light American Wheat Ale or Lager,Other Style,Golden Gate Park Brewery,"",San Francisco,California,United States,"37.7749,-122.419","",37.7749,-122.419,0,0,"Name: Frambosia, Brewery: Golden Gate Park Brewery, ABV: 0, IBU: 0",Name: Frambosia,ABV: 0,IBU: 0
IPA,3447,350,3,31,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style India Pale Ale,North American Ale,Carolina Brewery,460 West Franklin Street,Chapel Hill,North Carolina,United States,"35.9103,-79.0632","",35.9103,-79.0632,0,0,"Name: IPA, Brewery: Carolina Brewery, ABV: 0, IBU: 0",Name: IPA,ABV: 0,IBU: 0
Liquid Sunshine Blonde Ale,3480,674,3,37,5,0,0,0,"","s a unique, all-natural style of beer that currently falls under the category of a Specialty Ale. In other words, there is no true category for this beer... Characterized by its distinctive Mount Hood hop aroma and beautiful blonde color, Liquid Sunshineâ„¢ is brewed at a low temperature to create a nice light dry finish. Using only the finest 2-row malted barley, wheat, rye, and great northwestern grown hops, this combination results in a clean, crisp, and uniquely refreshing beer. As usual, no artificial preservatives have been added to our beer during and/or after the brewing process...

Thereâ€™s nothing like it under the sun!!!",0,2010-07-22T16:00:00-04:00,Golden or Blonde Ale,North American Ale,Hoppy Brewing Company,6300 Folsom Boulevard,Sacramento,California,United States,"38.5551,-121.43",http://www.hoppy.com,38.5551,-121.43,0,5,"Name: Liquid Sunshine Blonde Ale, Brewery: Hoppy Brewing Company, ABV: 5, IBU: 0",Name: Liquid Sunshine Blonde Ale,ABV: 5,IBU: 0
Guinness Foreign Extra,1199,442,3,42,6.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Desnoes & Geddes Ltd,214 Spanish Town,Kingston,"",Jamaica,"33.9858,-96.6515","",33.9858,-96.6515,0,6.5,"Name: Guinness Foreign Extra, Brewery: Desnoes & Geddes Ltd, ABV: 6.5, IBU: 0",Name: Guinness Foreign Extra,ABV: 6.5,IBU: 0
BrÃ¤u-Weisse,1340,205,4,50,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Brauerei Aying Franz Inselkammer KG,Zornedinger Strae 2,Aying,Bayern,Germany,"47.9706,11.7808","",47.9706,11.7808,0,0,"Name: BrÃ¤u-Weisse, Brewery: Brauerei Aying Franz Inselkammer KG, ABV: 0, IBU: 0",Name: BrÃ¤u-Weisse,ABV: 0,IBU: 0
Edison Light Beer,1414,906,8,95,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,New Century Brewing Company,PO Box 1498,Boston,Massachusetts,United States,"42.3587,-71.0574","",42.3587,-71.0574,0,0,"Name: Edison Light Beer, Brewery: New Century Brewing Company, ABV: 0, IBU: 0",Name: Edison Light Beer,ABV: 0,IBU: 0
Grist Mill Golden,1746,802,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Long Valley Pub & Brewery,1 Fairmount Road,Long Valley,New Jersey,United States,"40.7843,-74.78","",40.7843,-74.78,0,0,"Name: Grist Mill Golden, Brewery: Long Valley Pub & Brewery, ABV: 0, IBU: 0",Name: Grist Mill Golden,ABV: 0,IBU: 0
Staggering Elk,4431,509,8,95,4.5,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Lager,North American Lager,Estes Park Brewery,470 Prospect Village Dr.,Estes Park,Colorado,United States,"40.3707,-105.526",http://www.epbrewery.net/,40.3707,-105.526,0,4.5,"Name: Staggering Elk, Brewery: Estes Park Brewery, ABV: 4.5, IBU: 0",Name: Staggering Elk,ABV: 4.5,IBU: 0
Bock,2004,769,7,90,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,Traditional German-Style Bock,German Lager,Lakefront Brewery,1872 North Commerce Street,Milwaukee,Wisconsin,United States,"43.0547,-87.9053",http://www.lakefrontbrewery.com/index.html,43.0547,-87.9053,0,0,"Name: Bock, Brewery: Lakefront Brewery, ABV: 0, IBU: 0",Name: Bock,ABV: 0,IBU: 0
Pullman Nut Brown Ale,2006,536,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Flossmoor Station Brewery,1035 Sterling Avenue,Flossmoor,Illinois,United States,"41.5433,-87.6789","",41.5433,-87.6789,0,0,"Name: Pullman Nut Brown Ale, Brewery: Flossmoor Station Brewery, ABV: 0, IBU: 0",Name: Pullman Nut Brown Ale,ABV: 0,IBU: 0
Uncle Dunkel,2485,455,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Dixon's Downtown Grill,"",Denver,Colorado,United States,"39.7541,-105.0","",39.7541,-105,0,0,"Name: Uncle Dunkel, Brewery: Dixon's Downtown Grill, ABV: 0, IBU: 0",Name: Uncle Dunkel,ABV: 0,IBU: 0
Barleywine,2504,317,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Bull & Bush Pub & Brewery,4700 Cherry Creek Drive South,Denver,Colorado,United States,"39.705,-104.936","",39.705,-104.936,0,0,"Name: Barleywine, Brewery: Bull & Bush Pub & Brewery, ABV: 0, IBU: 0",Name: Barleywine,ABV: 0,IBU: 0
Kirkland Ale,2606,921,3,26,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Pale Ale,North American Ale,Northwest Brewwrks,"",Kirkland,Washington,United States,"47.6815,-122.209","",47.6815,-122.209,0,0,"Name: Kirkland Ale, Brewery: Northwest Brewwrks, ABV: 0, IBU: 0",Name: Kirkland Ale,ABV: 0,IBU: 0
Imperial Stout,2659,1380,3,42,6,0,0,0,"","",0,2010-07-22T16:00:00-04:00,American-Style Stout,North American Ale,Yakima Brewing and Malting / Grant's Ales,"",Yakima,Washington,United States,"46.6021,-120.506","",46.6021,-120.506,0,6,"Name: Imperial Stout, Brewery: Yakima Brewing and Malting / Grant's Ales, ABV: 6, IBU: 0",Name: Imperial Stout,ABV: 6,IBU: 0
Affligem Dobbel,2772,279,-1,-1,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,"",Hybrid,Brouwerij De Smedt,Ringlaan 18,Opwijk,Vlaams Brabant,Belgium,"50.971,4.191","",50.971,4.191,0,0,"Name: Affligem Dobbel, Brewery: Brouwerij De Smedt, ABV: 0, IBU: 0",Name: Affligem Dobbel,ABV: 0,IBU: 0
Oktoberfest (discontinued),2865,1039,7,84,0,0,0,0,"","",0,2010-07-22T16:00:00-04:00,German-Style Oktoberfest,German Lager,Rail House Restaurant and Brewpub,2029 Old Peshtigo Road,Marinette,Wisconsin,United States,"45.0851,-87.6544","",45.0851,-87.6544,0,0,"Name: Oktoberfest (discontinued), Brewery: Rail House Restaurant and Brewpub, ABV: 0, IBU: 0",Name: Oktoberfest (discontinued),ABV: 0,IBU: 0
Full Moon Belgian White Ale,3970,894,5,67,7.9000000954,0,0,0,"","A Belgium Wheat Ale, Spiced With Orange Reel & Coriander, Strong & Smooth",0,2010-07-22T16:00:00-04:00,Belgian-Style White,Belgian and French Ale,Mudshark Brewing,210 Swanson Avenue,Lake Havasu City,Arizona,United States,"34.4686,-114.341",http://www.mudsharkbrewingco.com/,34.4686,-114.341,0,7.9,"Name: Full Moon Belgian White Ale, Brewery: Mudshark Brewing, ABV: 7.9, IBU: 0",Name: Full Moon Belgian White Ale,ABV: 7.9,IBU: 0
Indian Brown Ale,4013,459,3,38,7.1999998093,0,0,0,"","A cross between a Scotch Ale, an I.P.A., and an American Brown, this beer is well-hopped and malty at the same time. It is brewed with Aromatic barley and caramelized brown sugar.",0,2010-07-22T16:00:00-04:00,American-Style Brown Ale,North American Ale,Dogfish Head Craft Brewery,6 Cannery Village Center,Milton,Delaware,United States,"38.7683,-75.3107",http://www.dogfish.com,38.7683,-75.3107,0,7.2,"Name: Indian Brown Ale, Brewery: Dogfish Head Craft Brewery, ABV: 7.2, IBU: 0",Name: Indian Brown Ale,ABV: 7.2,IBU: 0
Sunbru KÃ¶lsch Style Ale,4058,551,-1,-1,5.1999998093,0,0,0,"","A very light golden ale that is malty sweet, almost honey-like in the nose. This ale has a light to medium body and a very delicate flavor. Easy drinking, it has very low bitterness and a soft dry finish. 5.2% alcohol/volume. This style originates from the city of Cologne, Germany where all twenty eight breweries are dedicated to brewing only KÃ¶lsch. Coming soon in cans. (ALWAYS ON TAP!!)",0,2010-07-22T16:00:00-04:00,"",Hybrid,Four Peaks Brewing,1340 East Eighth Street #103,Tempe,Arizona,United States,"33.4194,-111.916",http://www.fourpeaks.com/,33.4194,-111.916,0,5.2,"Name: Sunbru KÃ¶lsch Style Ale, Brewery: Four Peaks Brewing, ABV: 5.2, IBU: 0",Name: Sunbru KÃ¶lsch Style Ale,ABV: 5.2,IBU: 0
Pawn Shop Porter,4109,25,2,25,5.6999998093,0,0,0,"",Dark brown with ruby highlights this brew has a deep chocolate flavor backed by a smooth caramel finish. Brewed with English malt and hops for an authentic flavor,0,2010-07-22T16:00:00-04:00,Porter,Irish Ale,Allentown Brew Works,814 W Hamilton St,Allentown,Pennsylvania,United States,"40.6016,-75.474",http://www.thebrewworks.com/allentown-brewworks/,40.6016,-75.474,0,5.7,"Name: Pawn Shop Porter, Brewery: Allentown Brew Works, ABV: 5.7, IBU: 0",Name: Pawn Shop Porter,ABV: 5.7,IBU: 0
Long Trail Hefeweizen,4355,801,4,50,5,0,0,0,"","Here is our """"""""Wheat Beer with Yeast"""""""", or Hefeweizen. Beers brewed with a high proportion of wheat yield a crisp and refreshing flavor profile, while the addition of our special yeast adds a blend of complex citrus and spice flavors.",0,2010-07-22T16:00:00-04:00,South German-Style Hefeweizen,German Ale,Long Trail Brewing Co,Route 4 & 100A,Bridgewater Corners,Vermont,United States,"43.5882,-72.6563",http://www.longtrail.com/,43.5882,-72.6563,0,5,"Name: Long Trail Hefeweizen, Brewery: Long Trail Brewing Co, ABV: 5, IBU: 0",Name: Long Trail Hefeweizen,ABV: 5,IBU: 0
Bud Dry,4377,44,8,96,5,0,0,0,"","Introduced in 1989 Bud Dry is the first dry-brewed beer produced by an American brewer. It is brewed with select hops, grains and barley malt, which results in a lighter body and less-sweet taste. As with all Anheuser-Busch beers, it is cold-filtered for a smooth draft taste, but then goes through a second cold-filtered finishing process to provide its unique taste.",0,2010-07-22T16:00:00-04:00,American-Style Light Lager,North American Lager,Anheuser-Busch,One Busch Place,Saint Louis,Missouri,United States,"38.5983,-90.209",http://www.anheuser-busch.com/,38.5983,-90.209,0,5,"Name: Bud Dry, Brewery: Anheuser-Busch, ABV: 5, IBU: 0",Name: Bud Dry,ABV: 5,IBU: 0
Blackout,4492,470,7,86,5,0,0,0,"","Succumb to this dark, medium bodied German-style dark lagerâ€™s smooth roasted flavors and light hoppy bitterness. Donâ€™t worry, youâ€™ll remember everything the next morning.",0,2010-07-22T16:00:00-04:00,German-Style Schwarzbier,German Lager,DuClaw,901 S. Bond St.,Baltimore,Maryland,United States,"39.2807,-76.5944",http://www.duclaw.com/,39.2807,-76.5944,0,5,"Name: Blackout, Brewery: DuClaw, ABV: 5, IBU: 0",Name: Blackout,ABV: 5,IBU: 0
